Resume,Score
ML_Engineer.pdf,0.22474841165390386
Data_Scientist.pdf,0.11975755756587952
Business_Analyst.pdf,0.0782273988627088
Fresher_IT.pdf,0.07244345287150988
Frontend_Developer.pdf,0.025043180178168558
